segment_type,segment_value,segment_order,item_name,expenditure_value,is_income_metric,is_consumption_metric
Income Quintile,2,2,Other lessons and courses(28),39.4,False,False
Income Quintile,2,2,Other medical items(27),4.3,False,False
Income Quintile,2,2,Other milk,4.7,False,False
Income Quintile,2,2,Other mixed nuts n.e.c.,20.0,False,False
Income Quintile,2,2,Other parts of chicken and turkey,11.3,False,False
Income Quintile,2,2,Other prepared salads ,5.2,False,False
Income Quintile,2,2,Other recreation places,13.9,False,False
Income Quintile,2,2,Other sweets,26.7,False,False
Income Quintile,2,2,Other travel abroad,202.5,False,False
Income Quintile,2,2,Parsley ,4.3,False,False
Income Quintile,2,2,Pasteurized milk,48.5,False,False
Income Quintile,2,2,Pastry products – frozen(3),4.4,False,False
Income Quintile,2,2,Pastry products – not frozen(3),26.8,False,False
Income Quintile,2,2,"Payment for painter, handyman",21.5,False,False
Income Quintile,2,2,Payment for plumber ,8.9,False,False
Income Quintile,2,2,"Payment to lawyer / real estate agent for buying, selling ",48.7,False,False
Income Quintile,2,2,Payments for other maintenance(16),6.0,False,False
Income Quintile,2,2,Payments to managers insurance,16.5,False,False
Income Quintile,2,2,Payments to pension fund,359.1,False,False
Income Quintile,2,2,Payments to provident funds,56.4,False,False
Income Quintile,2,2,Payments to training funds,97.9,False,False
Income Quintile,2,2,"Peaches, nectarines",6.4,False,False
Income Quintile,2,2,Peanut snacks ,8.5,False,False
Income Quintile,2,2,Pears,4.6,False,False
Income Quintile,2,2,Periodic maintenance,53.6,False,False
Income Quintile,2,2,Persimmons,2.1,False,False
Income Quintile,2,2,Persona services and cosmetics,40.0,False,False
Income Quintile,2,2,Personal articles and cosmetics,140.0,False,False
Income Quintile,2,2,Pickled cucumbers,5.4,False,False
Income Quintile,2,2,"Pictures, mirrors, and other decorations",5.4,False,False
Income Quintile,2,2,Pitta (oriental bread),32.9,False,False
Income Quintile,2,2,Pocket money,41.6,False,False
Income Quintile,2,2,Popcorn ,1.6,False,False
Income Quintile,2,2,"Poppy seeds, sesame seeds, and minced coconut ",0.9,False,False
Income Quintile,2,2,Post-secondary schools ,21.6,False,False
Income Quintile,2,2,"Postal services, telephone, and communications",252.6,False,False
Income Quintile,2,2,Potato products – frozen,4.8,False,False
Income Quintile,2,2,Potato snacks ,9.5,False,False
Income Quintile,2,2,Potatoes and sweet potatoes,29.1,False,False
Income Quintile,2,2,Powdered soup and sauces,3.7,False,False
Income Quintile,2,2,Pre-moistened towelettes,13.8,False,False
Income Quintile,2,2,Prepared sauces for pasta and salad,7.0,False,False
Income Quintile,2,2,Preserved fish,17.4,False,False
Income Quintile,2,2,Primary schools,60.6,False,False
Income Quintile,2,2,"Private nurse, ambulance, and emergency room",3.5,False,False
Income Quintile,2,2,Processed cheese,2.1,False,False
Income Quintile,2,2,Processed fish,6.1,False,False
Income Quintile,2,2,Psychological or psychiatric treatment,11.4,False,False
Income Quintile,2,2,Public transport,63.7,False,False
Income Quintile,2,2,"Pudding mix, gelatin",2.4,False,False
Income Quintile,2,2,Pumpkin  ,2.6,False,False
Income Quintile,2,2,"Quilts, blankets, pillows, and cushions",4.3,False,False
Income Quintile,2,2,Radishes ,1.1,False,False
Income Quintile,2,2,Recreation and excursions,130.8,False,False
Income Quintile,2,2,Refrigerator and deep freezer,34.5,False,False
Income Quintile,2,2,Regular coffee,26.9,False,False
Income Quintile,2,2,Rice,20.0,False,False
Income Quintile,2,2,Rice crispies,3.4,False,False
Income Quintile,2,2,Roasted seeds,8.3,False,False
Income Quintile,2,2,Rolls and bagels,23.7,False,False
Income Quintile,2,2,Rural tourism,20.1,False,False
Income Quintile,2,2,"Sabbath loaf, standard and sweet",13.6,False,False
Income Quintile,2,2,Salt,2.9,False,False
Income Quintile,2,2,Salty snacks,24.3,False,False
Income Quintile,2,2,Sandwich bags,1.6,False,False
Income Quintile,2,2,Sausage and pastrami(9),31.7,False,False
Income Quintile,2,2,"Seasoning greens, incl. root and leafy vegetables(14)",8.2,False,False
Income Quintile,2,2,Selected savings items,2973.0,False,False
Income Quintile,2,2,Sesame oil (tahina),7.0,False,False
Income Quintile,2,2,Sheets,10.5,False,False
Income Quintile,2,2,Shirt,44.7,False,False
Income Quintile,2,2,Skirt,5.2,False,False
Income Quintile,2,2,Slacks,25.8,False,False
Income Quintile,2,2,Sliced bread,9.4,False,False
Income Quintile,2,2,"Soccer, basketball and other ball classes",16.0,False,False
Income Quintile,2,2,Soda water,4.6,False,False
Income Quintile,2,2,Soft drinks,93.6,False,False
Income Quintile,2,2,"Soft drinks, carbonated",36.1,False,False
Income Quintile,2,2,"Soft drinks, non-carbonated",28.8,False,False
Income Quintile,2,2,Soft white cheese,30.9,False,False
Income Quintile,2,2,Soup mandels and croutons ,3.2,False,False
Income Quintile,2,2,Sour cream,6.8,False,False
Income Quintile,2,2,Sour milk products and yogurt,35.1,False,False
Income Quintile,2,2,Special bread,26.8,False,False
Income Quintile,2,2,Special tutoring for pupils,32.8,False,False
Income Quintile,2,2,Spices,15.0,False,False
Income Quintile,2,2,"Spinach, Swiss chard, and beet leaves ",2.2,False,False
Income Quintile,2,2,Sports and exercise lessons ,26.1,False,False
Income Quintile,2,2,Squash,6.9,False,False
Income Quintile,2,2,"Stove, microwave, and ventilation hood(22)",26.4,False,False
Income Quintile,2,2,Strawberries,11.0,False,False
Income Quintile,2,2,Subscription for television broadcasts(29),79.4,False,False
Income Quintile,2,2,Subscription to daily newspaper,2.4,False,False
Income Quintile,2,2,Subscription to lottery,4.5,False,False
Income Quintile,2,2,Subscription to periodicals and publications,2.8,False,False
Income Quintile,2,2,Subscriptions for websites ,5.6,False,False
Income Quintile,2,2,Sugar,8.5,False,False
Income Quintile,2,2,Sugar and sugar products,97.0,False,False
Income Quintile,2,2,Sugar melons,3.0,False,False
Income Quintile,2,2,Summer camp for children,27.5,False,False
Income Quintile,2,2,Sunflower oil(5),3.5,False,False
Income Quintile,2,2,Supervised institutional  kindergarten day care up to age 3 ,154.1,False,False
Income Quintile,2,2,"Sweater, sleeveless pullover",4.5,False,False
Income Quintile,2,2,Sweet concentrates,3.4,False,False
Income Quintile,2,2,Sweet cream,8.6,False,False
Income Quintile,2,2,Tangerines and mandarins,6.1,False,False
Income Quintile,2,2,Tea,9.1,False,False
Income Quintile,2,2,"Telephone, current account",17.6,False,False
Income Quintile,2,2,Third party auto insurance,23.7,False,False
Income Quintile,2,2,Toilet paper,21.3,False,False
Income Quintile,2,2,Toll road subscription(30),2.5,False,False
Income Quintile,2,2,Tomato puree(15),11.3,False,False
Income Quintile,2,2,Tomatoes,33.1,False,False
Income Quintile,2,2,Tools and materials for dwelling maintenance(17),49.9,False,False
Income Quintile,2,2,Toys,13.9,False,False
Income Quintile,2,2,Transfers to other households(1),245.0,False,False
Income Quintile,2,2,Transport and communications,2333.4,False,False
Income Quintile,2,2,Transport by bus,44.6,False,False
Income Quintile,2,2,Travel abroad,414.0,False,False
Income Quintile,2,2,"Trays, serving dishes, and storage containers",10.0,False,False
Income Quintile,2,2,Trousers,38.0,False,False
Income Quintile,2,2,"Underwear, sleepwear, and socks",47.2,False,False
Income Quintile,2,2,Vegetable oils and their products,80.2,False,False
Income Quintile,2,2,Vegetables and fruit,594.9,False,False
Income Quintile,2,2,"Vegetables, fresh",217.4,False,False
Income Quintile,2,2,"Vegetables, frozen",16.7,False,False
Income Quintile,2,2,"Vegetables, pickled and canned",55.7,False,False
Income Quintile,2,2,Vinegar,1.3,False,False
Income Quintile,2,2,Wafers,8.2,False,False
Income Quintile,2,2,"Wallets, bags, suitcases, and baby products",63.9,False,False
Income Quintile,2,2,Water,134.7,False,False
Income Quintile,2,2,Water purifier maintenance,18.0,False,False
Income Quintile,2,2,Watermelons,9.3,False,False
Income Quintile,2,2,"Wheat groats, quinoa, wheat, and millet(2)",2.0,False,False
Income Quintile,2,2,White flour,11.3,False,False
Income Quintile,2,2,Whole chicken and turkey(8),64.1,False,False
Income Quintile,2,2,Wine,15.9,False,False
Income Quintile,2,2,Women's outerwear,160.3,False,False
Income Quintile,2,2,Women's shoes,36.8,False,False
Income Quintile,2,2,Women's sport shoes,12.1,False,False
Income Quintile,2,2,Women's suit and overcoat,18.2,False,False
Income Quintile,2,2,Women's underwear and nightdress,17.6,False,False
Income Quintile,2,2,Yemeni bread,2.6,False,False
Income Quintile,3,3,Academic institutions (incl. The Open University),157.2,False,False
Income Quintile,3,3,Afternoon care for children,98.1,False,False
Income Quintile,3,3,Alcoholic beverages,46.0,False,False
Income Quintile,3,3,Almonds,4.6,False,False
Income Quintile,3,3,Alternative medicine,25.1,False,False
Income Quintile,3,3,Aluminium foil,1.5,False,False
Income Quintile,3,3,Apples,16.1,False,False
Income Quintile,3,3,Apricots,1.6,False,False
Income Quintile,3,3,At coffee shops,48.8,False,False
Income Quintile,3,3,At fast food restaurants,69.3,False,False
Income Quintile,3,3,At kiosks and cafeterias,35.5,False,False
Income Quintile,3,3,At restaurants ,241.0,False,False
Income Quintile,3,3,At work,20.3,False,False
Income Quintile,3,3,Average age of economic head of  household,47.8,False,False
Income Quintile,3,3,Average earners in household,1.53,False,False
Income Quintile,3,3,Average persons in household,3.08,False,False
Income Quintile,3,3,Average standard persons in household,2.6,False,False
Income Quintile,3,3,Average years of schooling of economic head of  household,14.0,False,False
Income Quintile,3,3,Avocados,10.3,False,False
Income Quintile,3,3,Baby formula,16.5,False,False
Income Quintile,3,3,Bagels,4.2,False,False
Income Quintile,3,3,Baking materials,2.3,False,False
Income Quintile,3,3,Bananas,13.5,False,False
Income Quintile,3,3,Bath soap,13.7,False,False
Income Quintile,3,3,Bath towels,2.8,False,False
Income Quintile,3,3,"Beans, dried",1.6,False,False
Income Quintile,3,3,Bedding and towels,34.4,False,False
Income Quintile,3,3,Bedroom furniture,67.2,False,False
Income Quintile,3,3,Beef(6),140.8,False,False
Income Quintile,3,3,"Beef, minced(7)",54.4,False,False
Income Quintile,3,3,Beer,10.5,False,False
Income Quintile,3,3,Beetroot,2.4,False,False
Income Quintile,3,3,Blouse,47.7,False,False
Income Quintile,3,3,"Blouse, shirt",23.6,False,False
Income Quintile,3,3,"Brandy, liqueur, cognac, and other alcoholic beverages",13.7,False,False
Income Quintile,3,3,Bread crumbs,4.4,False,False
Income Quintile,3,3,"Bread, cereals, and pastry products",368.7,False,False
Income Quintile,3,3,Breakfast cereals ,16.4,False,False
Income Quintile,3,3,Brined cheese,17.4,False,False
Income Quintile,3,3,"Broccoli, fava beans, okra, and other vegetables",5.0,False,False
Income Quintile,3,3,Building committee fees,115.0,False,False
Income Quintile,3,3,Butter,10.0,False,False
Income Quintile,3,3,Buying a car ,678.0,False,False
Income Quintile,3,3,Buying pets and expenses for their care,25.9,False,False
Income Quintile,3,3,Cabbage,5.3,False,False
Income Quintile,3,3,Cakes,29.8,False,False
Income Quintile,3,3,Candies ,10.8,False,False
Income Quintile,3,3,Candles,4.5,False,False
Income Quintile,3,3,Canned beans and corn ,5.0,False,False
Income Quintile,3,3,Canola oil ,15.0,False,False
Income Quintile,3,3,Car registration,126.4,False,False
Income Quintile,3,3,Carrots,5.3,False,False
Income Quintile,3,3,Cauliflower,2.9,False,False
Income Quintile,3,3,"Celery, including root ",2.2,False,False
Income Quintile,3,3,Changing tires(30),10.9,False,False
Income Quintile,3,3,Cheese or milk substitutes(13),11.2,False,False
Income Quintile,3,3,Chewing gum,2.8,False,False
Income Quintile,3,3,Chicken and turkey breast,74.6,False,False
Income Quintile,3,3,Chicken and turkey liver,3.3,False,False
Income Quintile,3,3,Chicken leg quarters,37.6,False,False
Income Quintile,3,3,Children's and babies' outerwear,84.0,False,False
Income Quintile,3,3,Children's pants,22.6,False,False
Income Quintile,3,3,Children's shoes,10.0,False,False
Income Quintile,3,3,Children's sport shoes,18.6,False,False
Income Quintile,3,3,Children's track suit,8.7,False,False
Income Quintile,3,3,Chocolate and chocolate-boxes,31.3,False,False
Income Quintile,3,3,"Chocolate drink, cocoa, and coffee",8.2,False,False
Income Quintile,3,3,Chocolate spread and cocoa spread,5.5,False,False
Income Quintile,3,3,Cigarettes,117.5,False,False
Income Quintile,3,3,"Cigarettes, tobacco, and accessories",126.8,False,False
Income Quintile,3,3,Clothing and footwear,541.4,False,False
Income Quintile,3,3,Cocoa powder,2.2,False,False
Income Quintile,3,3,Comprehensive auto insurance,172.2,False,False
Income Quintile,3,3,Compulsory auto insurance,113.1,False,False
Income Quintile,3,3,Compulsory payments – total,2259.0,False,False
Income Quintile,3,3,"Computer, internet and their products",44.4,False,False
Income Quintile,3,3,Consumption expenditures – total,16492.0,False,False
Income Quintile,3,3,Consumption of housing services  ,2720.3,False,False
Income Quintile,3,3,Cookies and biscuits,35.8,False,False
Income Quintile,3,3,Coriander ,3.3,False,False
Income Quintile,3,3,Corn cobs,2.0,False,False
Income Quintile,3,3,Cosmetic treatments,36.3,False,False
Income Quintile,3,3,Cosmetics and make-up (including other items),66.5,False,False
Income Quintile,3,3,Cottage cheese ,15.2,False,False
Income Quintile,3,3,"Cotton wool, tampons, and bandages",11.9,False,False
Income Quintile,3,3,Couscous,1.6,False,False
Income Quintile,3,3,Crackers,6.0,False,False
Income Quintile,3,3,Cucumbers,18.7,False,False
Income Quintile,3,3,"Culture, sports, and entertainment ",291.1,False,False
Income Quintile,3,3,Cumulative life insurance premiums,63.9,False,False
Income Quintile,3,3,Cut vegetables for salad ,4.3,False,False
Income Quintile,3,3,Daily newspaper,1.7,False,False
Income Quintile,3,3,Dancing lessons and courses,10.9,False,False
Income Quintile,3,3,Dates,4.6,False,False
Income Quintile,3,3,Dental and oral hygiene products ,16.0,False,False
Income Quintile,3,3,Dental insurance,9.1,False,False
Income Quintile,3,3,Dental treatment,215.2,False,False
Income Quintile,3,3,Dental treatment,280.8,False,False
Income Quintile,3,3,Diapers (all kinds) ,18.9,False,False
Income Quintile,3,3,Dill ,1.3,False,False
Income Quintile,3,3,Dishwashing materials,11.0,False,False
Income Quintile,3,3,Disinfectants and house cleaning materials(18),30.6,False,False
Income Quintile,3,3,Disposable bags,1.1,False,False
Income Quintile,3,3,"Disposable plates, cups, and cutlery",33.9,False,False
Income Quintile,3,3,Domestic help,203.9,False,False
Income Quintile,3,3,Domestic help and cook,96.5,False,False
Income Quintile,3,3,Donations to organizations and institutions,102.3,False,False
Income Quintile,3,3,Dress,47.3,False,False
Income Quintile,3,3,Driving lessons,28.6,False,False
Income Quintile,3,3,Dry fava beans and lentils(12),1.9,False,False
Income Quintile,3,3,Dust cloths and floor mops,3.7,False,False
Income Quintile,3,3,Dwelling and household maintenance,1571.3,False,False
Income Quintile,3,3,Earrings(33),6.6,False,False
Income Quintile,3,3,Education services,978.0,False,False
Income Quintile,3,3,"Education, culture, and entertainment",1836.6,False,False
Income Quintile,3,3,Eggplant salad,2.4,False,False
Income Quintile,3,3,Eggplants,5.3,False,False
Income Quintile,3,3,Eggs,39.6,False,False
Income Quintile,3,3,Electric kettle,1.2,False,False
Income Quintile,3,3,"Electricity, current consumption",410.9,False,False
Income Quintile,3,3,"Electricity, gas and fuel for dwelling",476.7,False,False
Income Quintile,3,3,Energy drinks,3.7,False,False
Income Quintile,3,3,Entertainment durable goods,141.0,False,False
Income Quintile,3,3,Entrance fees to amusement and water parks,2.4,False,False
Income Quintile,3,3,Entrance fees to gimbories and escape rooms,3.6,False,False
Income Quintile,3,3,Entrance fees to zoos,1.5,False,False
Income Quintile,3,3,Entrance to sites ,1.6,False,False
Income Quintile,3,3,Expenditures on health services,125.4,False,False
Income Quintile,3,3,Expenditures on stay abroad ,291.5,False,False
Income Quintile,3,3,Expenditures on vehicles,1917.0,False,False
Income Quintile,3,3,Fees for private physician or specialist at health funds,18.8,False,False
Income Quintile,3,3,Fish,101.8,False,False
Income Quintile,3,3,"Fish, domestically grown(10)",19.4,False,False
Income Quintile,3,3,"Fish, grown abroad(11)",38.2,False,False
Income Quintile,3,3,Flowers and plants,21.4,False,False
Income Quintile,3,3,Food (excl. vegetables and fruit),2464.0,False,False
Income Quintile,3,3,Footwear,122.3,False,False
Income Quintile,3,3,For key money dwelling or free housing ,127.7,False,False
Income Quintile,3,3,For owned dwelling,2592.6,False,False
Income Quintile,3,3,For rented dwelling or room,1323.7,False,False
Income Quintile,3,3,Freight and other expenses ,5.8,False,False
Income Quintile,3,3,Fresh mushrooms  ,7.1,False,False
Income Quintile,3,3,From National Insurance Institute,2011.0,False,False
Income Quintile,3,3,From allowances and assistance,2609.0,False,False
Income Quintile,3,3,From capital,374.0,False,False
Income Quintile,3,3,From households and other ,303.0,False,False
Income Quintile,3,3,From other institutions in Israel,296.0,False,False
Income Quintile,3,3,From pensions and social insurance funds,657.0,False,False
Income Quintile,3,3,From self-employment and occasional work,2124.0,False,False
Income Quintile,3,3,From wages and salary,13000.0,False,False
Income Quintile,3,3,From work,15124.0,False,False
Income Quintile,3,3,Frozen dough,4.4,False,False
Income Quintile,3,3,Frozen pizza(4),5.2,False,False
Income Quintile,3,3,Frozen vegetables – mixed ,1.8,False,False
Income Quintile,3,3,Frozen vegetables – single ,14.1,False,False
Income Quintile,3,3,"Fruit juices, natural",17.2,False,False
Income Quintile,3,3,"Fruit, dried",51.2,False,False
Income Quintile,3,3,"Fruit, fresh",186.7,False,False
Income Quintile,3,3,"Fruit, preserved and frozen",4.2,False,False
Income Quintile,3,3,Fuel and lubricants for vehicles,492.5,False,False
Income Quintile,3,3,Furniture,174.5,False,False
Income Quintile,3,3,Furniture and household equipment,540.7,False,False
Income Quintile,3,3,Games,13.2,False,False
Income Quintile,3,3,Garbage bags,4.1,False,False
Income Quintile,3,3,Garlic,4.4,False,False
Income Quintile,3,3,Gas in containers,15.9,False,False
Income Quintile,3,3,"Gas, central installation",35.5,False,False
Income Quintile,3,3,General secondary schools,32.8,False,False
Income Quintile,3,3,Glasses and contact lenses,46.4,False,False
Income Quintile,3,3,Grapes,12.9,False,False
Income Quintile,3,3,Green and red peppers ,14.5,False,False
Income Quintile,3,3,Gross money income – total,18765.0,False,False
Income Quintile,3,3,Guarding fee ,4.8,False,False
Income Quintile,3,3,Hair accessories,1.9,False,False
Income Quintile,3,3,Hair products,29.6,False,False
Income Quintile,3,3,Halvah,2.1,False,False
Income Quintile,3,3,"Handkerchiefs (paper, linen)",6.6,False,False
Income Quintile,3,3,Hard cheese,54.7,False,False
Income Quintile,3,3,Health funds complementary insurance,254.1,False,False
Income Quintile,3,3,Health insurance,411.1,False,False
Income Quintile,3,3,Health insurance in insurance company,135.6,False,False
Income Quintile,3,3,Health(25),1090.2,False,False
Income Quintile,3,3,Healthy snacks,7.7,False,False
Income Quintile,3,3,High Yeshiva,10.5,False,False
Income Quintile,3,3,"Hobbies, sports and camping equipment",165.1,False,False
Income Quintile,3,3,Home decorations,54.8,False,False
Income Quintile,3,3,Honey,5.1,False,False
Income Quintile,3,3,Hot dogs,11.4,False,False
Income Quintile,3,3,Hot peppers,1.6,False,False
Income Quintile,3,3,Hotels,99.9,False,False
Income Quintile,3,3,Household electrical equipment,190.7,False,False
Income Quintile,3,3,Households in population (thousands),584.2,False,False
Income Quintile,3,3,Households in sample,1061.0,False,False
Income Quintile,3,3,Housing,4174.1,False,False
Income Quintile,3,3,Humus salad ,8.5,False,False
Income Quintile,3,3,Ice cream and popsicles,18.1,False,False
Income Quintile,3,3,Imputed expenses on unowned car ,86.7,False,False
Income Quintile,3,3,Income tax,1083.0,False,False
Income Quintile,3,3,Instant coffee,14.5,False,False
Income Quintile,3,3,Instant meals (not frozen),2.8,False,False
Income Quintile,3,3,Insurance for travel abroad,3.8,False,False
Income Quintile,3,3,Insurance on dwelling and contents,50.1,False,False
Income Quintile,3,3,Internet subscription ,86.2,False,False
Income Quintile,3,3,"Iron, vacuum cleaner, dryer, and washing machine",44.6,False,False
Income Quintile,3,3,Jam and confiture,2.3,False,False
Income Quintile,3,3,Jewellery and watches,92.9,False,False
Income Quintile,3,3,Ketchup ,3.9,False,False
Income Quintile,3,3,Kohlrabi ,1.3,False,False
Income Quintile,3,3,"Lamps, chandeliers, and lamp shades",5.1,False,False
Income Quintile,3,3,Laundry detergent,21.2,False,False
Income Quintile,3,3,Legal and other services,84.1,False,False
Income Quintile,3,3,Lemons,5.9,False,False
Income Quintile,3,3,Lettuce,7.5,False,False
Income Quintile,3,3,Living room furniture,66.7,False,False
Income Quintile,3,3,Long-term care insurance ,14.7,False,False
Income Quintile,3,3,Lower secondary schools,25.1,False,False
Income Quintile,3,3,Maintenance and renovation,210.5,False,False
Income Quintile,3,3,Mangos,2.8,False,False
Income Quintile,3,3,Margarine,1.4,False,False
Income Quintile,3,3,Martial arts class,11.3,False,False
Income Quintile,3,3,Mayonnaise,5.9,False,False
Income Quintile,3,3,Meals away from home,422.9,False,False
Income Quintile,3,3,Meat and poultry,518.7,False,False
Income Quintile,3,3,Meat and poultry products – frozen,18.9,False,False
Income Quintile,3,3,"Meat roll, shwarma, chicken and turkey pieces",32.2,False,False
Income Quintile,3,3,Meat substitutes and vegetarian products,7.8,False,False
Income Quintile,3,3,Median of  gross money income per household,17867.0,False,False
Income Quintile,3,3,Medications from pharmacies,40.0,False,False
Income Quintile,3,3,Medications n.e.c.,21.5,False,False
Income Quintile,3,3,Medications through health funds,95.7,False,False
Income Quintile,3,3,"Membership dues to Histadrut, professional organization, ",9.6,False,False
Income Quintile,3,3,"Membership in a social club, health club, or swimming pool",51.9,False,False
Income Quintile,3,3,Men's outerwear,121.5,False,False
Income Quintile,3,3,Men's shoes,17.8,False,False
Income Quintile,3,3,Men's sport shoes,27.2,False,False
Income Quintile,3,3,Milk and cheese delicacies,36.4,False,False
Income Quintile,3,3,"Milk, milk products, and eggs",352.9,False,False
Income Quintile,3,3,Mineral water,12.2,False,False
Income Quintile,3,3,Mint ,0.9,False,False
Income Quintile,3,3,Miscellaneous food products,416.1,False,False
Income Quintile,3,3,Miscellaneous goods and services,735.6,False,False
Income Quintile,3,3,Miscellaneous household articles,118.3,False,False
Income Quintile,3,3,Mobile phone for persons outside the household,2.1,False,False
Income Quintile,3,3,"Mobile phone, current account",101.2,False,False
Income Quintile,3,3,"Mobile phone, purchase",70.9,False,False
Income Quintile,3,3,Money expenditure per household,13681.0,False,True
Income Quintile,3,3,Money expenditure per person ,4448.0,False,False
Income Quintile,3,3,Monthly rent,1346.1,False,False
Income Quintile,3,3,Mortgage payments (principal+interest),1099.4,False,False
Income Quintile,3,3,Multi-use bags,0.6,False,False
Income Quintile,3,3,Municipal  property taxes ,395.9,False,False
Income Quintile,3,3,Municipal property taxes,423.5,False,False
Income Quintile,3,3,Municipal taxes(20),22.8,False,False
Income Quintile,3,3,Museum and exhibition fees,1.7,False,False
Income Quintile,3,3,"Napkins (cloth and paper), disposable tablecloths",10.8,False,False
Income Quintile,3,3,National health insurance,592.0,False,False
Income Quintile,3,3,National insurance payments,584.0,False,False
Income Quintile,3,3,Net income per household,19338.0,False,False
Income Quintile,3,3,Net income per standard person,7448.0,False,False
Income Quintile,3,3,Net money income per household,16506.0,True,False
Income Quintile,3,3,Net money income per person ,5367.0,False,False
Income Quintile,3,3,Non-electrical equipment,86.3,False,False
Income Quintile,3,3,Non-prescription vitamins ,13.6,False,False
Income Quintile,3,3,Noodles and pasta,15.4,False,False
Income Quintile,3,3,Nuts,10.7,False,False
Income Quintile,3,3,Oatmeal,2.1,False,False
Income Quintile,3,3,Olives,7.2,False,False
Income Quintile,3,3,Onions and scallions,12.9,False,False
Income Quintile,3,3,Oranges,8.1,False,False
Income Quintile,3,3,Organization dues and donations,112.0,False,False
Income Quintile,3,3,Other canned vegetables(15),1.8,False,False
Income Quintile,3,3,Other car repairs,59.3,False,False
Income Quintile,3,3,Other dental expenditures(26),56.5,False,False
Income Quintile,3,3,Other electric kitchen appliances(23),36.6,False,False
Income Quintile,3,3,Other expenditures,64.3,False,False
Income Quintile,3,3,Other expenditures on health,272.8,False,False
Income Quintile,3,3,Other fresh fruits,4.9,False,False
Income Quintile,3,3,Other health insurance ,6.8,False,False
Income Quintile,3,3,Other housing expenditures,76.5,False,False
Income Quintile,3,3,Other kitchen utensils(24),7.9,False,False
Income Quintile,3,3,Other laundry products,17.0,False,False
Income Quintile,3,3,Other lessons and courses(28),52.0,False,False
Income Quintile,3,3,Other milk,8.9,False,False
Income Quintile,3,3,Other mixed nuts n.e.c.,14.5,False,False
Income Quintile,3,3,Other parts of chicken and turkey,9.1,False,False
Income Quintile,3,3,Other pastry and grain products – frozen(3) ,2.9,False,False
Income Quintile,3,3,Other prepared salads ,6.1,False,False
Income Quintile,3,3,Other recreation places,20.6,False,False
Income Quintile,3,3,Other sweets,22.6,False,False
Income Quintile,3,3,Other travel abroad,299.3,False,False
Income Quintile,3,3,Parking fees,10.6,False,False
Income Quintile,3,3,Parsley ,4.0,False,False
Income Quintile,3,3,Pasteurized milk,41.4,False,False
Income Quintile,3,3,Pastry products – frozen(3),3.7,False,False
Income Quintile,3,3,Pastry products – not frozen(3),27.2,False,False
Income Quintile,3,3,"Payment for painter, handyman",30.3,False,False
Income Quintile,3,3,Payment for plumber ,9.3,False,False
Income Quintile,3,3,Payments for other maintenance(16),17.9,False,False
Income Quintile,3,3,Payments to managers insurance,42.9,False,False
Income Quintile,3,3,Payments to pension fund,580.7,False,False
Income Quintile,3,3,Payments to provident funds,101.2,False,False
Income Quintile,3,3,Payments to training funds,203.6,False,False
Income Quintile,3,3,"Peaches, nectarines",7.3,False,False
Income Quintile,3,3,Peanut snacks ,8.3,False,False
Income Quintile,3,3,Peanuts,1.8,False,False
Income Quintile,3,3,Pears,4.2,False,False
Income Quintile,3,3,Periodic maintenance,67.2,False,False
Income Quintile,3,3,Persimmons,2.0,False,False
Income Quintile,3,3,Persona services and cosmetics,75.1,False,False
Income Quintile,3,3,Personal articles and cosmetics,149.9,False,False
Income Quintile,3,3,Pet food,30.0,False,False
Income Quintile,3,3,Pickled cucumbers,5.7,False,False
Income Quintile,3,3,"Pictures, mirrors, and other decorations",6.8,False,False
Income Quintile,3,3,Pitta (oriental bread),23.7,False,False
Income Quintile,3,3,Plums,2.2,False,False
Income Quintile,3,3,Pocket money,31.3,False,False
Income Quintile,3,3,Popcorn ,2.1,False,False
Income Quintile,3,3,Post-secondary schools ,30.3,False,False
Income Quintile,3,3,"Postal services, telephone, and communications",292.5,False,False
Income Quintile,3,3,Potato products – frozen,4.5,False,False
Income Quintile,3,3,Potato snacks ,8.9,False,False
Income Quintile,3,3,Potatoes and sweet potatoes,24.2,False,False
Income Quintile,3,3,Powdered soup and sauces,4.5,False,False
Income Quintile,3,3,Pre-moistened towelettes,13.1,False,False
Income Quintile,3,3,Prepared sauces for pasta and salad,11.2,False,False
Income Quintile,3,3,Preserved fish,18.1,False,False
Income Quintile,3,3,Primary schools,42.7,False,False
Income Quintile,3,3,Processed fish,6.8,False,False
Income Quintile,3,3,Psychological or psychiatric treatment,37.5,False,False
Income Quintile,3,3,Public transport,43.5,False,False
Income Quintile,3,3,"Pudding mix, gelatin",2.1,False,False
Income Quintile,3,3,Pumpkin  ,2.8,False,False
Income Quintile,3,3,"Quilts, blankets, pillows, and cushions",5.8,False,False
Income Quintile,3,3,Radishes ,1.1,False,False
Income Quintile,3,3,Ravioli(4),3.6,False,False
Income Quintile,3,3,Recreation and excursions,169.7,False,False
Income Quintile,3,3,Regular coffee,15.1,False,False
Income Quintile,3,3,Renovations and Investments in dwelling,414.8,False,False
Income Quintile,3,3,Rice,14.3,False,False
Income Quintile,3,3,Rice crispies,5.0,False,False
Income Quintile,3,3,Roasted seeds,4.3,False,False
Income Quintile,3,3,Rolls and bagels,21.5,False,False
Income Quintile,3,3,"Sabbath loaf, standard and sweet",10.7,False,False
Income Quintile,3,3,Salt,3.1,False,False
