segment_type,segment_value,item_name,expenditure_value,is_income_metric,is_consumption_metric
Income Quintile,1,Garlic,5.0,False,False
Income Quintile,2,Garlic,6.9,False,False
Income Quintile,3,Garlic,4.4,False,False
Income Quintile,4,Garlic,5.2,False,False
Income Quintile,5,Garlic,5.2,False,False
Income Quintile,Total,Garlic,5.4,False,False
Income Quintile,1,Gas in containers,19.1,False,False
Income Quintile,2,Gas in containers,20.1,False,False
Income Quintile,3,Gas in containers,15.9,False,False
Income Quintile,4,Gas in containers,14.0,False,False
Income Quintile,5,Gas in containers,9.7,False,False
Income Quintile,Total,Gas in containers,15.8,False,False
Income Quintile,1,"Gas, central installation",24.9,False,False
Income Quintile,2,"Gas, central installation",31.0,False,False
Income Quintile,3,"Gas, central installation",35.5,False,False
Income Quintile,4,"Gas, central installation",36.1,False,False
Income Quintile,5,"Gas, central installation",34.4,False,False
Income Quintile,Total,"Gas, central installation",32.4,False,False
Income Quintile,1,General secondary schools,51.4,False,False
Income Quintile,2,General secondary schools,41.6,False,False
Income Quintile,3,General secondary schools,32.8,False,False
Income Quintile,4,General secondary schools,31.0,False,False
Income Quintile,5,General secondary schools,28.2,False,False
Income Quintile,Total,General secondary schools,37.0,False,False
Income Quintile,1,Glasses and contact lenses,33.1,False,False
Income Quintile,2,Glasses and contact lenses,43.8,False,False
Income Quintile,3,Glasses and contact lenses,46.4,False,False
Income Quintile,4,Glasses and contact lenses,76.0,False,False
Income Quintile,5,Glasses and contact lenses,102.9,False,False
Income Quintile,Total,Glasses and contact lenses,60.4,False,False
Income Quintile,5,Government taxes,80.6,False,False
Income Quintile,Total,Government taxes,40.1,False,False
Income Quintile,1,Grapes,11.9,False,False
Income Quintile,2,Grapes,14.7,False,False
Income Quintile,3,Grapes,12.9,False,False
Income Quintile,4,Grapes,16.6,False,False
Income Quintile,5,Grapes,22.8,False,False
Income Quintile,Total,Grapes,15.8,False,False
Income Quintile,4,Gratuities,5.0,False,False
Income Quintile,5,Gratuities,8.6,False,False
Income Quintile,Total,Gratuities,3.3,False,False
Income Quintile,1,Green and red peppers ,11.7,False,False
Income Quintile,2,Green and red peppers ,14.1,False,False
Income Quintile,3,Green and red peppers ,14.5,False,False
Income Quintile,4,Green and red peppers ,17.3,False,False
Income Quintile,5,Green and red peppers ,20.9,False,False
Income Quintile,Total,Green and red peppers ,15.7,False,False
Income Quintile,1,Gross money income – total,7994.0,False,False
Income Quintile,2,Gross money income – total,12813.0,False,False
Income Quintile,3,Gross money income – total,18765.0,False,False
Income Quintile,4,Gross money income – total,26117.0,False,False
Income Quintile,5,Gross money income – total,44358.0,False,False
Income Quintile,Total,Gross money income – total,22013.0,False,False
Income Quintile,1,Guarding fee ,4.9,False,False
Income Quintile,2,Guarding fee ,4.7,False,False
Income Quintile,3,Guarding fee ,4.8,False,False
Income Quintile,4,Guarding fee ,5.4,False,False
Income Quintile,5,Guarding fee ,6.0,False,False
Income Quintile,Total,Guarding fee ,5.2,False,False
Income Quintile,1,Hair accessories,1.9,False,False
Income Quintile,3,Hair accessories,1.9,False,False
Income Quintile,4,Hair accessories,3.2,False,False
Income Quintile,Total,Hair accessories,1.9,False,False
Income Quintile,1,Hair products,23.2,False,False
Income Quintile,2,Hair products,24.5,False,False
Income Quintile,3,Hair products,29.6,False,False
Income Quintile,4,Hair products,23.2,False,False
Income Quintile,5,Hair products,25.7,False,False
Income Quintile,Total,Hair products,25.2,False,False
Income Quintile,1,Halvah,2.4,False,False
Income Quintile,2,Halvah,1.5,False,False
Income Quintile,3,Halvah,2.1,False,False
Income Quintile,4,Halvah,1.8,False,False
Income Quintile,5,Halvah,2.5,False,False
Income Quintile,Total,Halvah,2.1,False,False
Income Quintile,1,"Handkerchiefs (paper, linen)",6.7,False,False
Income Quintile,2,"Handkerchiefs (paper, linen)",7.5,False,False
Income Quintile,3,"Handkerchiefs (paper, linen)",6.6,False,False
Income Quintile,4,"Handkerchiefs (paper, linen)",5.3,False,False
Income Quintile,5,"Handkerchiefs (paper, linen)",5.8,False,False
Income Quintile,Total,"Handkerchiefs (paper, linen)",6.4,False,False
Income Quintile,1,Hard cheese,34.1,False,False
Income Quintile,2,Hard cheese,44.7,False,False
Income Quintile,3,Hard cheese,54.7,False,False
Income Quintile,4,Hard cheese,59.0,False,False
Income Quintile,5,Hard cheese,69.6,False,False
Income Quintile,Total,Hard cheese,52.4,False,False
Income Quintile,1,"Hats, hoods, scarves, and kerchiefs",5.3,False,False
Income Quintile,Total,"Hats, hoods, scarves, and kerchiefs",4.2,False,False
Income Quintile,1,Health funds complementary insurance,145.6,False,False
Income Quintile,2,Health funds complementary insurance,210.9,False,False
Income Quintile,3,Health funds complementary insurance,254.1,False,False
Income Quintile,4,Health funds complementary insurance,316.9,False,False
Income Quintile,5,Health funds complementary insurance,364.5,False,False
Income Quintile,Total,Health funds complementary insurance,258.4,False,False
Income Quintile,1,Health insurance,186.7,False,False
Income Quintile,2,Health insurance,295.3,False,False
Income Quintile,3,Health insurance,411.1,False,False
Income Quintile,4,Health insurance,567.5,False,False
Income Quintile,5,Health insurance,733.0,False,False
Income Quintile,Total,Health insurance,438.8,False,False
Income Quintile,1,Health insurance in insurance company,36.7,False,False
Income Quintile,2,Health insurance in insurance company,74.7,False,False
Income Quintile,3,Health insurance in insurance company,135.6,False,False
Income Quintile,4,Health insurance in insurance company,203.8,False,False
Income Quintile,5,Health insurance in insurance company,293.9,False,False
Income Quintile,Total,Health insurance in insurance company,149.0,False,False
Income Quintile,1,Health(25),634.7,False,False
Income Quintile,2,Health(25),849.6,False,False
Income Quintile,3,Health(25),1090.2,False,False
Income Quintile,4,Health(25),1341.9,False,False
Income Quintile,5,Health(25),1747.6,False,False
Income Quintile,Total,Health(25),1132.9,False,False
Income Quintile,1,Healthy snacks,2.4,False,False
Income Quintile,2,Healthy snacks,5.3,False,False
Income Quintile,3,Healthy snacks,7.7,False,False
Income Quintile,4,Healthy snacks,7.6,False,False
Income Quintile,5,Healthy snacks,9.9,False,False
Income Quintile,Total,Healthy snacks,6.6,False,False
Income Quintile,Total,Heating expenses (incl. kerosene),10.3,False,False
Income Quintile,1,High Yeshiva,25.4,False,False
Income Quintile,2,High Yeshiva,14.9,False,False
Income Quintile,3,High Yeshiva,10.5,False,False
Income Quintile,Total,High Yeshiva,10.9,False,False
Income Quintile,1,"Hobbies, sports and camping equipment",177.3,False,False
Income Quintile,2,"Hobbies, sports and camping equipment",167.5,False,False
Income Quintile,3,"Hobbies, sports and camping equipment",165.1,False,False
Income Quintile,4,"Hobbies, sports and camping equipment",234.5,False,False
Income Quintile,5,"Hobbies, sports and camping equipment",226.3,False,False
Income Quintile,Total,"Hobbies, sports and camping equipment",194.2,False,False
Income Quintile,1,Home day care up to age 3,44.4,False,False
Income Quintile,2,Home day care up to age 3,26.2,False,False
Income Quintile,Total,Home day care up to age 3,29.4,False,False
Income Quintile,1,Home decorations,43.6,False,False
Income Quintile,2,Home decorations,36.4,False,False
Income Quintile,3,Home decorations,54.8,False,False
Income Quintile,4,Home decorations,80.1,False,False
Income Quintile,5,Home decorations,106.4,False,False
Income Quintile,Total,Home decorations,64.2,False,False
Income Quintile,5,Home electrical equipment insurance,4.3,False,False
Income Quintile,Total,Home electrical equipment insurance,2.4,False,False
Income Quintile,1,Honey,3.7,False,False
Income Quintile,2,Honey,4.7,False,False
Income Quintile,3,Honey,5.1,False,False
Income Quintile,4,Honey,4.0,False,False
Income Quintile,5,Honey,4.5,False,False
Income Quintile,Total,Honey,4.4,False,False
Income Quintile,1,Hot dogs,8.8,False,False
Income Quintile,2,Hot dogs,13.4,False,False
Income Quintile,3,Hot dogs,11.4,False,False
Income Quintile,4,Hot dogs,11.2,False,False
Income Quintile,5,Hot dogs,9.0,False,False
Income Quintile,Total,Hot dogs,10.8,False,False
Income Quintile,1,Hot peppers,1.2,False,False
Income Quintile,2,Hot peppers,1.8,False,False
Income Quintile,3,Hot peppers,1.6,False,False
Income Quintile,4,Hot peppers,2.1,False,False
Income Quintile,5,Hot peppers,1.8,False,False
Income Quintile,Total,Hot peppers,1.7,False,False
Income Quintile,1,Hotels,22.4,False,False
Income Quintile,2,Hotels,58.8,False,False
Income Quintile,3,Hotels,99.9,False,False
Income Quintile,4,Hotels,116.2,False,False
Income Quintile,5,Hotels,206.0,False,False
Income Quintile,Total,Hotels,100.7,False,False
Income Quintile,1,Household electrical equipment,169.5,False,False
Income Quintile,2,Household electrical equipment,207.7,False,False
Income Quintile,3,Household electrical equipment,190.7,False,False
Income Quintile,4,Household electrical equipment,254.4,False,False
Income Quintile,5,Household electrical equipment,313.0,False,False
Income Quintile,Total,Household electrical equipment,227.1,False,False
Income Quintile,1,Households in population (thousands),583.9,False,False
Income Quintile,2,Households in population (thousands),584.1,False,False
Income Quintile,3,Households in population (thousands),584.2,False,False
Income Quintile,4,Households in population (thousands),583.9,False,False
Income Quintile,5,Households in population (thousands),584.5,False,False
Income Quintile,Total,Households in population (thousands),2920.8,False,False
Income Quintile,1,Households in sample,1052.0,False,False
Income Quintile,2,Households in sample,1116.0,False,False
Income Quintile,3,Households in sample,1061.0,False,False
Income Quintile,4,Households in sample,1087.0,False,False
Income Quintile,5,Households in sample,1162.0,False,False
Income Quintile,Total,Households in sample,5478.0,False,False
Income Quintile,1,Housing,2782.6,False,False
Income Quintile,2,Housing,3535.7,False,False
Income Quintile,3,Housing,4174.1,False,False
Income Quintile,4,Housing,4947.7,False,False
Income Quintile,5,Housing,6369.0,False,False
Income Quintile,Total,Housing,4362.1,False,False
Income Quintile,1,Humus salad ,13.5,False,False
Income Quintile,2,Humus salad ,9.8,False,False
Income Quintile,3,Humus salad ,8.5,False,False
Income Quintile,4,Humus salad ,9.4,False,False
Income Quintile,5,Humus salad ,9.7,False,False
Income Quintile,Total,Humus salad ,10.2,False,False
Income Quintile,Total,Hygienic masks – fabric and paper,1.0,False,False
Income Quintile,1,Ice cream and popsicles,19.0,False,False
Income Quintile,2,Ice cream and popsicles,19.1,False,False
Income Quintile,3,Ice cream and popsicles,18.1,False,False
Income Quintile,4,Ice cream and popsicles,26.7,False,False
Income Quintile,5,Ice cream and popsicles,31.9,False,False
Income Quintile,Total,Ice cream and popsicles,23.0,False,False
Income Quintile,2,Imputed expenses on unowned car ,18.0,False,False
Income Quintile,3,Imputed expenses on unowned car ,86.7,False,False
Income Quintile,4,Imputed expenses on unowned car ,184.5,False,False
Income Quintile,5,Imputed expenses on unowned car ,325.6,False,False
Income Quintile,Total,Imputed expenses on unowned car ,127.8,False,False
Income Quintile,1,Income tax,83.0,False,False
Income Quintile,2,Income tax,356.0,False,False
Income Quintile,3,Income tax,1083.0,False,False
Income Quintile,4,Income tax,2516.0,False,False
Income Quintile,5,Income tax,7852.0,False,False
Income Quintile,Total,Income tax,2379.0,False,False
Income Quintile,1,Instant coffee,10.4,False,False
Income Quintile,2,Instant coffee,9.6,False,False
Income Quintile,3,Instant coffee,14.5,False,False
Income Quintile,4,Instant coffee,10.0,False,False
Income Quintile,5,Instant coffee,14.3,False,False
Income Quintile,Total,Instant coffee,11.8,False,False
Income Quintile,1,Instant meals (not frozen),2.1,False,False
Income Quintile,3,Instant meals (not frozen),2.8,False,False
Income Quintile,4,Instant meals (not frozen),3.4,False,False
Income Quintile,5,Instant meals (not frozen),2.8,False,False
Income Quintile,Total,Instant meals (not frozen),3.2,False,False
Income Quintile,2,Insurance for travel abroad,3.9,False,False
Income Quintile,3,Insurance for travel abroad,3.8,False,False
Income Quintile,4,Insurance for travel abroad,11.0,False,False
Income Quintile,5,Insurance for travel abroad,22.5,False,False
Income Quintile,Total,Insurance for travel abroad,8.4,False,False
Income Quintile,1,Insurance on dwelling and contents,8.8,False,False
Income Quintile,2,Insurance on dwelling and contents,22.1,False,False
Income Quintile,3,Insurance on dwelling and contents,50.1,False,False
Income Quintile,4,Insurance on dwelling and contents,92.8,False,False
Income Quintile,5,Insurance on dwelling and contents,153.6,False,False
Income Quintile,Total,Insurance on dwelling and contents,65.5,False,False
Income Quintile,1,Internet subscription ,57.0,False,False
Income Quintile,2,Internet subscription ,71.4,False,False
Income Quintile,3,Internet subscription ,86.2,False,False
Income Quintile,4,Internet subscription ,90.3,False,False
Income Quintile,5,Internet subscription ,100.0,False,False
Income Quintile,Total,Internet subscription ,81.0,False,False
Income Quintile,1,"Iron, vacuum cleaner, dryer, and washing machine",25.2,False,False
Income Quintile,2,"Iron, vacuum cleaner, dryer, and washing machine",46.1,False,False
Income Quintile,3,"Iron, vacuum cleaner, dryer, and washing machine",44.6,False,False
Income Quintile,4,"Iron, vacuum cleaner, dryer, and washing machine",41.8,False,False
Income Quintile,5,"Iron, vacuum cleaner, dryer, and washing machine",52.3,False,False
Income Quintile,Total,"Iron, vacuum cleaner, dryer, and washing machine",42.0,False,False
Income Quintile,2,Jam and confiture,2.0,False,False
Income Quintile,3,Jam and confiture,2.3,False,False
Income Quintile,4,Jam and confiture,3.2,False,False
Income Quintile,5,Jam and confiture,2.7,False,False
Income Quintile,Total,Jam and confiture,2.3,False,False
Income Quintile,1,Jewellery and watches,44.2,False,False
Income Quintile,2,Jewellery and watches,63.0,False,False
Income Quintile,3,Jewellery and watches,92.9,False,False
Income Quintile,5,Jewellery and watches,128.1,False,False
Income Quintile,Total,Jewellery and watches,87.4,False,False
Income Quintile,1,Ketchup ,4.0,False,False
Income Quintile,2,Ketchup ,3.5,False,False
Income Quintile,3,Ketchup ,3.9,False,False
Income Quintile,4,Ketchup ,3.2,False,False
Income Quintile,5,Ketchup ,2.1,False,False
Income Quintile,Total,Ketchup ,3.3,False,False
Income Quintile,1,Kitchen and dining room furniture(21),38.2,False,False
Income Quintile,4,Kitchen and dining room furniture(21),24.8,False,False
Income Quintile,5,Kitchen and dining room furniture(21),18.3,False,False
Income Quintile,Total,Kitchen and dining room furniture(21),23.2,False,False
Income Quintile,1,Kiwi ,3.0,False,False
Income Quintile,2,Kiwi ,2.0,False,False
Income Quintile,4,Kiwi ,1.6,False,False
Income Quintile,5,Kiwi ,3.6,False,False
Income Quintile,Total,Kiwi ,2.3,False,False
Income Quintile,1,Kohlrabi ,0.8,False,False
Income Quintile,2,Kohlrabi ,1.5,False,False
Income Quintile,3,Kohlrabi ,1.3,False,False
Income Quintile,4,Kohlrabi ,1.7,False,False
Income Quintile,5,Kohlrabi ,2.2,False,False
Income Quintile,Total,Kohlrabi ,1.5,False,False
Income Quintile,Total,Lab tests and x-rays,5.5,False,False
Income Quintile,1,Lamb and goat meat,98.8,False,False
Income Quintile,2,Lamb and goat meat,49.0,False,False
Income Quintile,Total,Lamb and goat meat,42.3,False,False
Income Quintile,3,"Lamps, chandeliers, and lamp shades",5.1,False,False
Income Quintile,4,"Lamps, chandeliers, and lamp shades",11.0,False,False
Income Quintile,Total,"Lamps, chandeliers, and lamp shades",7.8,False,False
Income Quintile,Total,Language courses,7.0,False,False
Income Quintile,1,Laundry detergent,29.5,False,False
Income Quintile,2,Laundry detergent,24.1,False,False
Income Quintile,3,Laundry detergent,21.2,False,False
Income Quintile,4,Laundry detergent,14.7,False,False
Income Quintile,5,Laundry detergent,14.5,False,False
Income Quintile,Total,Laundry detergent,20.8,False,False
Income Quintile,1,Legal and other services,172.7,False,False
Income Quintile,2,Legal and other services,117.8,False,False
Income Quintile,3,Legal and other services,84.1,False,False
Income Quintile,4,Legal and other services,127.7,False,False
Income Quintile,Total,Legal and other services,211.4,False,False
Income Quintile,1,Lemons,7.1,False,False
Income Quintile,2,Lemons,6.3,False,False
Income Quintile,3,Lemons,5.9,False,False
Income Quintile,4,Lemons,6.2,False,False
Income Quintile,5,Lemons,7.6,False,False
Income Quintile,Total,Lemons,6.6,False,False
Income Quintile,1,Lettuce,5.0,False,False
Income Quintile,2,Lettuce,7.1,False,False
Income Quintile,3,Lettuce,7.5,False,False
Income Quintile,4,Lettuce,10.1,False,False
Income Quintile,5,Lettuce,13.5,False,False
Income Quintile,Total,Lettuce,8.6,False,False
Income Quintile,1,Living room furniture,85.2,False,False
Income Quintile,2,Living room furniture,63.1,False,False
Income Quintile,3,Living room furniture,66.7,False,False
Income Quintile,4,Living room furniture,124.1,False,False
Income Quintile,5,Living room furniture,143.6,False,False
Income Quintile,Total,Living room furniture,96.5,False,False
Income Quintile,3,Long-term care insurance ,14.7,False,False
Income Quintile,4,Long-term care insurance ,36.7,False,False
Income Quintile,5,Long-term care insurance ,63.7,False,False
Income Quintile,Total,Long-term care insurance ,25.1,False,False
Income Quintile,Total,Lotteries,4.8,False,False
Income Quintile,1,Lower secondary schools,22.4,False,False
Income Quintile,2,Lower secondary schools,15.7,False,False
Income Quintile,3,Lower secondary schools,25.1,False,False
Income Quintile,4,Lower secondary schools,22.2,False,False
Income Quintile,5,Lower secondary schools,20.8,False,False
Income Quintile,Total,Lower secondary schools,21.2,False,False
Income Quintile,1,Maintenance and renovation,136.2,False,False
Income Quintile,2,Maintenance and renovation,192.5,False,False
Income Quintile,3,Maintenance and renovation,210.5,False,False
Income Quintile,4,Maintenance and renovation,279.2,False,False
Income Quintile,5,Maintenance and renovation,414.6,False,False
Income Quintile,Total,Maintenance and renovation,246.7,False,False
Income Quintile,Total,Malt beer,0.8,False,False
Income Quintile,3,Mangos,2.8,False,False
Income Quintile,4,Mangos,3.5,False,False
Income Quintile,5,Mangos,3.6,False,False
Income Quintile,Total,Mangos,2.9,False,False
Income Quintile,1,Margarine,1.9,False,False
Income Quintile,2,Margarine,1.7,False,False
Income Quintile,3,Margarine,1.4,False,False
Income Quintile,4,Margarine,1.8,False,False
Income Quintile,5,Margarine,1.3,False,False
Income Quintile,Total,Margarine,1.6,False,False
Income Quintile,2,Martial arts class,8.5,False,False
Income Quintile,3,Martial arts class,11.3,False,False
Income Quintile,4,Martial arts class,9.6,False,False
Income Quintile,5,Martial arts class,12.7,False,False
Income Quintile,Total,Martial arts class,8.9,False,False
Income Quintile,1,Mayonnaise,4.2,False,False
Income Quintile,2,Mayonnaise,5.4,False,False
Income Quintile,3,Mayonnaise,5.9,False,False
Income Quintile,4,Mayonnaise,6.0,False,False
Income Quintile,5,Mayonnaise,5.5,False,False
Income Quintile,Total,Mayonnaise,5.4,False,False
Income Quintile,1,Meals away from home,209.7,False,False
Income Quintile,2,Meals away from home,326.0,False,False
Income Quintile,3,Meals away from home,422.9,False,False
Income Quintile,4,Meals away from home,615.1,False,False
Income Quintile,5,Meals away from home,920.8,False,False
Income Quintile,Total,Meals away from home,499.0,False,False
Income Quintile,1,Meat and poultry,582.0,False,False
Income Quintile,2,Meat and poultry,504.4,False,False
Income Quintile,3,Meat and poultry,518.7,False,False
Income Quintile,4,Meat and poultry,456.7,False,False
Income Quintile,5,Meat and poultry,392.6,False,False
Income Quintile,Total,Meat and poultry,490.9,False,False
Income Quintile,1,Meat and poultry products – frozen,12.2,False,False
Income Quintile,2,Meat and poultry products – frozen,11.1,False,False
Income Quintile,3,Meat and poultry products – frozen,18.9,False,False
Income Quintile,4,Meat and poultry products – frozen,11.8,False,False
Income Quintile,5,Meat and poultry products – frozen,15.0,False,False
Income Quintile,Total,Meat and poultry products – frozen,13.8,False,False
Income Quintile,1,"Meat roll, shwarma, chicken and turkey pieces",16.5,False,False
Income Quintile,2,"Meat roll, shwarma, chicken and turkey pieces",25.2,False,False
Income Quintile,3,"Meat roll, shwarma, chicken and turkey pieces",32.2,False,False
Income Quintile,4,"Meat roll, shwarma, chicken and turkey pieces",31.7,False,False
Income Quintile,5,"Meat roll, shwarma, chicken and turkey pieces",32.8,False,False
Income Quintile,Total,"Meat roll, shwarma, chicken and turkey pieces",27.7,False,False
Income Quintile,1,Meat substitutes and vegetarian products,7.1,False,False
Income Quintile,2,Meat substitutes and vegetarian products,6.4,False,False
Income Quintile,3,Meat substitutes and vegetarian products,7.8,False,False
Income Quintile,4,Meat substitutes and vegetarian products,13.3,False,False
Income Quintile,5,Meat substitutes and vegetarian products,12.7,False,False
Income Quintile,Total,Meat substitutes and vegetarian products,9.5,False,False
Income Quintile,1,Median of  gross money income per household,7427.0,False,False
Income Quintile,2,Median of  gross money income per household,12293.0,False,False
Income Quintile,3,Median of  gross money income per household,17867.0,False,False
Income Quintile,4,Median of  gross money income per household,24437.0,False,False
Income Quintile,5,Median of  gross money income per household,37960.0,False,False
Income Quintile,Total,Median of  gross money income per household,16470.0,False,False
Income Quintile,1,Medications from pharmacies,43.7,False,False
Income Quintile,2,Medications from pharmacies,54.7,False,False
Income Quintile,3,Medications from pharmacies,40.0,False,False
Income Quintile,4,Medications from pharmacies,26.0,False,False
Income Quintile,5,Medications from pharmacies,21.4,False,False
Income Quintile,Total,Medications from pharmacies,37.1,False,False
Income Quintile,1,Medications n.e.c.,24.9,False,False
Income Quintile,2,Medications n.e.c.,25.8,False,False
Income Quintile,3,Medications n.e.c.,21.5,False,False
Income Quintile,4,Medications n.e.c.,35.0,False,False
Income Quintile,5,Medications n.e.c.,49.6,False,False
Income Quintile,Total,Medications n.e.c.,31.4,False,False
Income Quintile,1,Medications through health funds,71.7,False,False
Income Quintile,2,Medications through health funds,84.8,False,False
Income Quintile,3,Medications through health funds,95.7,False,False
Income Quintile,4,Medications through health funds,66.7,False,False
Income Quintile,5,Medications through health funds,93.7,False,False
Income Quintile,Total,Medications through health funds,82.5,False,False
Income Quintile,1,"Membership dues to Histadrut, professional organization, ",2.6,False,False
Income Quintile,2,"Membership dues to Histadrut, professional organization, ",5.2,False,False
Income Quintile,3,"Membership dues to Histadrut, professional organization, ",9.6,False,False
Income Quintile,4,"Membership dues to Histadrut, professional organization, ",11.4,False,False
Income Quintile,5,"Membership dues to Histadrut, professional organization, ",23.6,False,False
Income Quintile,Total,"Membership dues to Histadrut, professional organization, ",10.5,False,False
Income Quintile,1,"Membership in a social club, health club, or swimming pool",20.8,False,False
Income Quintile,2,"Membership in a social club, health club, or swimming pool",38.4,False,False
Income Quintile,3,"Membership in a social club, health club, or swimming pool",51.9,False,False
Income Quintile,4,"Membership in a social club, health club, or swimming pool",87.6,False,False
Income Quintile,5,"Membership in a social club, health club, or swimming pool",96.5,False,False
Income Quintile,Total,"Membership in a social club, health club, or swimming pool",59.0,False,False
Income Quintile,1,Men's and children's haircuts(32),9.1,False,False
Income Quintile,Total,Men's and children's haircuts(32),7.2,False,False
Income Quintile,1,Men's outerwear,114.1,False,False
Income Quintile,2,Men's outerwear,117.2,False,False
Income Quintile,3,Men's outerwear,121.5,False,False
Income Quintile,4,Men's outerwear,119.5,False,False
Income Quintile,5,Men's outerwear,169.9,False,False
Income Quintile,Total,Men's outerwear,128.4,False,False
Income Quintile,1,Men's shoes,13.6,False,False
Income Quintile,3,Men's shoes,17.8,False,False
Income Quintile,4,Men's shoes,19.8,False,False
Income Quintile,5,Men's shoes,33.7,False,False
Income Quintile,Total,Men's shoes,21.4,False,False
Income Quintile,1,Men's sport shoes,29.0,False,False
Income Quintile,2,Men's sport shoes,22.3,False,False
Income Quintile,3,Men's sport shoes,27.2,False,False
Income Quintile,4,Men's sport shoes,35.0,False,False
Income Quintile,5,Men's sport shoes,36.9,False,False
Income Quintile,Total,Men's sport shoes,30.1,False,False
Income Quintile,1,Men's suit and overcoat,23.6,False,False
Income Quintile,2,Men's suit and overcoat,20.6,False,False
Income Quintile,4,Men's suit and overcoat,13.8,False,False
Income Quintile,Total,Men's suit and overcoat,22.8,False,False
Income Quintile,1,Men's track suit,7.8,False,False
Income Quintile,Total,Men's track suit,6.8,False,False
Income Quintile,Total,Men's underwear,3.2,False,False
Income Quintile,1,Milk and cheese delicacies,26.3,False,False
Income Quintile,2,Milk and cheese delicacies,32.3,False,False
Income Quintile,3,Milk and cheese delicacies,36.4,False,False
Income Quintile,4,Milk and cheese delicacies,32.9,False,False
Income Quintile,5,Milk and cheese delicacies,27.3,False,False
Income Quintile,Total,Milk and cheese delicacies,31.0,False,False
Income Quintile,1,"Milk, milk products, and eggs",301.8,False,False
Income Quintile,2,"Milk, milk products, and eggs",329.6,False,False
Income Quintile,3,"Milk, milk products, and eggs",352.9,False,False
Income Quintile,4,"Milk, milk products, and eggs",362.6,False,False
Income Quintile,5,"Milk, milk products, and eggs",387.4,False,False
Income Quintile,Total,"Milk, milk products, and eggs",346.9,False,False
Income Quintile,1,Mineral water,15.8,False,False
Income Quintile,2,Mineral water,16.8,False,False
Income Quintile,3,Mineral water,12.2,False,False
Income Quintile,4,Mineral water,16.7,False,False
Income Quintile,5,Mineral water,16.8,False,False
Income Quintile,Total,Mineral water,15.7,False,False
Income Quintile,1,Mint ,0.9,False,False
Income Quintile,2,Mint ,1.3,False,False
Income Quintile,3,Mint ,0.9,False,False
Income Quintile,4,Mint ,1.6,False,False
Income Quintile,5,Mint ,1.2,False,False
Income Quintile,Total,Mint ,1.2,False,False
Income Quintile,1,Miscellaneous clothing articles,8.0,False,False
Income Quintile,2,Miscellaneous clothing articles,10.0,False,False
Income Quintile,Total,Miscellaneous clothing articles,14.4,False,False
Income Quintile,1,Miscellaneous food products,448.5,False,False
Income Quintile,2,Miscellaneous food products,407.7,False,False
Income Quintile,3,Miscellaneous food products,416.1,False,False
Income Quintile,4,Miscellaneous food products,405.3,False,False
Income Quintile,5,Miscellaneous food products,438.1,False,False
Income Quintile,Total,Miscellaneous food products,423.1,False,False
Income Quintile,1,Miscellaneous goods and services,735.1,False,False
Income Quintile,2,Miscellaneous goods and services,703.5,False,False
Income Quintile,3,Miscellaneous goods and services,735.6,False,False
Income Quintile,4,Miscellaneous goods and services,774.2,False,False
Income Quintile,5,Miscellaneous goods and services,1349.2,False,False
Income Quintile,Total,Miscellaneous goods and services,859.6,False,False
Income Quintile,1,Miscellaneous household articles,142.8,False,False
Income Quintile,2,Miscellaneous household articles,140.0,False,False
Income Quintile,3,Miscellaneous household articles,118.3,False,False
Income Quintile,4,Miscellaneous household articles,112.0,False,False
Income Quintile,5,Miscellaneous household articles,131.7,False,False
Income Quintile,Total,Miscellaneous household articles,129.0,False,False
Income Quintile,2,Mobile phone for persons outside the household,3.1,False,False
Income Quintile,3,Mobile phone for persons outside the household,2.1,False,False
Income Quintile,4,Mobile phone for persons outside the household,2.2,False,False
Income Quintile,5,Mobile phone for persons outside the household,4.7,False,False
Income Quintile,Total,Mobile phone for persons outside the household,2.9,False,False
Income Quintile,1,"Mobile phone, current account",98.1,False,False
Income Quintile,2,"Mobile phone, current account",96.6,False,False
Income Quintile,3,"Mobile phone, current account",101.2,False,False
Income Quintile,4,"Mobile phone, current account",97.0,False,False
Income Quintile,5,"Mobile phone, current account",98.8,False,False
Income Quintile,Total,"Mobile phone, current account",98.3,False,False
Income Quintile,1,"Mobile phone, purchase",38.0,False,False
Income Quintile,2,"Mobile phone, purchase",57.2,False,False
Income Quintile,3,"Mobile phone, purchase",70.9,False,False
Income Quintile,4,"Mobile phone, purchase",89.9,False,False
Income Quintile,5,"Mobile phone, purchase",94.5,False,False
Income Quintile,Total,"Mobile phone, purchase",70.1,False,False
Income Quintile,1,Money expenditure per household,10979.0,False,True
Income Quintile,2,Money expenditure per household,12078.0,False,True
Income Quintile,3,Money expenditure per household,13681.0,False,True
Income Quintile,4,Money expenditure per household,15813.0,False,True
Income Quintile,5,Money expenditure per household,20076.0,False,True
Income Quintile,Total,Money expenditure per household,14526.0,False,True
Income Quintile,1,Money expenditure per person ,2685.0,False,False
Income Quintile,2,Money expenditure per person ,3774.0,False,False
Income Quintile,3,Money expenditure per person ,4448.0,False,False
Income Quintile,4,Money expenditure per person ,5396.0,False,False
Income Quintile,5,Money expenditure per person ,7829.0,False,False
Income Quintile,Total,Money expenditure per person ,4580.0,False,False
Income Quintile,1,Monthly rent,1284.2,False,False
Income Quintile,2,Monthly rent,1312.5,False,False
Income Quintile,3,Monthly rent,1346.1,False,False
